customer_key,customer_number,customer_name,age,age_category,total_orders,total_sales,spender_category,last_order_date,recency,total_quantities,total_products,life_span,average_order_value,average_monthly_spend
8940,AW00019940,"Rosa Ye",55,40-60,2,3320,"medium spender",2013-12-26,147,2,2,147,1660.0000,22.5850
8941,AW00019941,"Cedric Liang",71,"Above 60",2,2994,"medium spender",2013-12-06,147,2,2,147,1497.0000,20.3673
8942,AW00019942,"Armando Navarro",65,"Above 60",2,3019,"medium spender",2013-12-19,147,2,2,147,1509.5000,20.5374
8943,AW00019943,"Walter Carlson",72,"Above 60",2,3103,"medium spender",2013-11-06,148,2,2,148,1551.5000,20.9662
8944,AW00019944,"Jonathon Suarez",72,"Above 60",2,3103,"medium spender",2013-11-17,148,2,2,148,1551.5000,20.9662
8945,AW00019945,"Phillip Garcia",73,"Above 60",2,3103,"medium spender",2013-11-20,148,2,2,148,1551.5000,20.9662
8946,AW00019946,"Tamara Raje",73,"Above 60",1,5,"low spender",2013-04-15,155,1,1,155,5.0000,0.0323
8947,AW00019947,"Darryl Liu",39,20-40,2,6021,"high spender",2013-05-12,154,2,2,154,3010.5000,39.0974
8948,AW00019948,"Lacey Hu",44,40-60,2,6021,"high spender",2013-05-07,154,2,2,154,3010.5000,39.0974
8949,AW00019949,"Niñia Anand",43,40-60,2,6021,"high spender",2013-05-09,154,2,2,154,3010.5000,39.0974
8950,AW00019950,"Ronnie Lu",44,40-60,2,6021,"high spender",2013-06-18,153,2,2,153,3010.5000,39.3529
8951,AW00019951,"Roy Moreno",44,40-60,2,6021,"high spender",2013-06-22,153,2,2,153,3010.5000,39.3529
8952,AW00019952,"Adrienne Martin",45,40-60,2,30,"low spender",2013-12-09,147,2,2,147,15.0000,0.2041
8953,AW00019953,"Darrell Lal",46,40-60,2,30,"low spender",2014-01-06,146,2,2,146,15.0000,0.2055
8954,AW00019954,"Jose Carlson",46,40-60,2,9,"low spender",2013-06-15,153,2,2,153,4.5000,0.0588
8955,AW00019955,"Jake Gao",41,40-60,2,30,"low spender",2013-08-25,151,2,2,151,15.0000,0.1987
8956,AW00019956,"Susan She",41,40-60,2,6021,"high spender",2013-06-25,153,2,2,153,3010.5000,39.3529
8957,AW00019957,"Arthur Mehta",46,40-60,2,6021,"high spender",2013-06-15,153,2,2,153,3010.5000,39.3529
8958,AW00019958,"Erika Romero",41,40-60,2,6021,"high spender",2013-06-28,153,2,2,153,3010.5000,39.3529
8959,AW00019959,"Tabitha Moreno",42,40-60,2,6021,"high spender",2013-06-23,153,2,2,153,3010.5000,39.3529
8960,AW00019960,"Phil Spencer",47,40-60,2,6021,"high spender",2013-06-14,153,2,2,153,3010.5000,39.3529
8961,AW00019961,"Kristin She",48,40-60,2,30,"low spender",2013-12-08,147,2,2,147,15.0000,0.2041
8962,AW00019962,"Dominic Prasad",46,40-60,2,30,"low spender",2013-07-19,152,2,2,152,15.0000,0.1974
8963,AW00019963,"Geoffrey Fernandez",46,40-60,2,6021,"high spender",2013-06-13,153,2,2,153,3010.5000,39.3529
8964,AW00019964,"Gloria Alonso",47,40-60,2,6021,"high spender",2013-06-18,153,2,2,153,3010.5000,39.3529
8965,AW00019965,"Jay Lopez",46,40-60,2,6021,"high spender",2013-06-26,153,2,2,153,3010.5000,39.3529
8966,AW00019966,"Abby Sanchez",42,40-60,2,6021,"high spender",2013-06-07,153,2,2,153,3010.5000,39.3529
8967,AW00019967,"Devon Deng",42,40-60,2,6021,"high spender",2013-06-25,153,2,2,153,3010.5000,39.3529
8968,AW00019968,"Katrina Chande",42,40-60,2,6021,"high spender",2013-06-09,153,2,2,153,3010.5000,39.3529
8969,AW00019969,"Jake Guo",44,40-60,2,26,"low spender",2013-06-06,153,2,2,153,13.0000,0.1699
8970,AW00019970,"Tanya Jimenez",47,40-60,2,6021,"high spender",2013-06-26,153,2,2,153,3010.5000,39.3529
8971,AW00019971,"Jeffery Lu",49,40-60,2,6021,"high spender",2013-06-15,153,2,2,153,3010.5000,39.3529
8972,AW00019972,"Lindsay Chander",43,40-60,2,13,"low spender",2013-10-04,149,2,2,149,6.5000,0.0872
8973,AW00019973,"Colin Zhu",44,40-60,2,26,"low spender",2013-09-06,150,2,2,150,13.0000,0.1733
8974,AW00019974,"George Fernandez",50,40-60,2,6021,"high spender",2013-06-19,153,2,2,153,3010.5000,39.3529
8975,AW00019975,"Brittney Zhang",50,40-60,2,6021,"high spender",2013-06-29,153,2,2,153,3010.5000,39.3529
8976,AW00019976,"Tamara Sun",50,40-60,2,30,"low spender",2013-06-29,153,2,2,153,15.0000,0.1961
8977,AW00019977,"Kristine Gill",49,40-60,2,6021,"high spender",2013-05-30,154,2,2,154,3010.5000,39.0974
8978,AW00019978,"Marshall Yuan",49,40-60,2,6021,"high spender",2013-06-10,153,2,2,153,3010.5000,39.3529
8979,AW00019979,"Janet Browning",48,40-60,2,6021,"high spender",2013-06-22,153,2,2,153,3010.5000,39.3529
8980,AW00019980,"Alexandra Carter",56,40-60,1,70,"low spender",2014-01-16,146,1,1,146,70.0000,0.4795
8981,AW00019981,"Kelly Russell",48,40-60,1,1120,"medium spender",2013-04-04,155,1,1,155,1120.0000,7.2258
8982,AW00019982,"Charles Cox",48,40-60,1,540,"low spender",2013-11-11,148,1,1,148,540.0000,3.6486
8983,AW00019983,"Michael Martinez",50,40-60,1,1120,"medium spender",2013-04-22,155,1,1,155,1120.0000,7.2258
8984,AW00019984,"Sara Morris",50,40-60,1,1120,"medium spender",2013-04-26,155,1,1,155,1120.0000,7.2258
8985,AW00019985,"Tamara Ma",51,40-60,1,1120,"medium spender",2013-04-08,155,1,1,155,1120.0000,7.2258
8986,AW00019986,"Jamie Huang",45,40-60,1,1120,"medium spender",2013-04-02,155,1,1,155,1120.0000,7.2258
8987,AW00019987,"Taylor Moore",49,40-60,2,4495,"medium spender",2013-07-03,152,2,2,152,2247.5000,29.5724
8988,AW00019988,"Jordan Long",43,40-60,2,4520,"medium spender",2013-08-15,151,2,2,151,2260.0000,29.9338
8989,AW00019989,"Ethan Thompson",44,40-60,2,4495,"medium spender",2013-08-01,151,2,2,151,2247.5000,29.7682
8990,AW00019990,"Peter Rai",49,40-60,1,540,"low spender",2013-11-11,148,1,1,148,540.0000,3.6486
8991,AW00019991,"Jacob Thomas",43,40-60,1,540,"low spender",2013-11-15,148,1,1,148,540.0000,3.6486
8992,AW00019992,"Stephanie Hill",49,40-60,1,565,"low spender",2013-11-22,148,1,1,148,565.0000,3.8176
8993,AW00019993,"Nathan Russell",50,40-60,1,1120,"medium spender",2013-04-06,155,1,1,155,1120.0000,7.2258
8994,AW00019994,"Madeline King",46,40-60,1,540,"low spender",2013-11-01,148,1,1,148,540.0000,3.6486
8995,AW00019995,"Jordyn Gonzales",52,40-60,1,565,"low spender",2013-11-21,148,1,1,148,565.0000,3.8176
8996,AW00019996,"Grant She",46,40-60,1,70,"low spender",2013-09-17,150,1,1,150,70.0000,0.4667
8997,AW00019997,"Beth Gill",52,40-60,2,5695,"high spender",2013-10-30,149,2,2,149,2847.5000,38.2215
8998,AW00019998,"Laura Liu",47,40-60,1,1120,"medium spender",2013-04-04,155,1,1,155,1120.0000,7.2258
8999,AW00019999,"Danielle Brooks",53,40-60,1,1120,"medium spender",2013-04-01,155,1,1,155,1120.0000,7.2258
9000,AW00020000,"Elijah Diaz",44,40-60,2,4495,"medium spender",2013-08-21,151,2,2,151,2247.5000,29.7682
9001,AW00020001,"Jordan Hill",50,40-60,1,1120,"medium spender",2013-04-24,155,1,1,155,1120.0000,7.2258
9002,AW00020002,"Elizabeth White",50,40-60,1,540,"low spender",2013-12-09,147,1,1,147,540.0000,3.6735
9003,AW00020003,"Dalton Gonzalez",50,40-60,1,565,"low spender",2013-12-15,147,1,1,147,565.0000,3.8435
9004,AW00020004,"Kaitlin Perez",49,40-60,1,540,"low spender",2013-12-10,147,1,1,147,540.0000,3.6735
9005,AW00020005,"Kevin Zhang",52,40-60,1,1120,"medium spender",2013-05-16,154,1,1,154,1120.0000,7.2727
9006,AW00020006,"Grace Morris",53,40-60,1,1120,"medium spender",2013-05-29,154,1,1,154,1120.0000,7.2727
9007,AW00020007,"Ashley Alexander",53,40-60,2,4495,"medium spender",2013-08-30,151,2,2,151,2247.5000,29.7682
9008,AW00020008,"Jack Foster",48,40-60,1,70,"low spender",2013-10-17,149,1,1,149,70.0000,0.4698
9009,AW00020009,"Noah Walker",54,40-60,1,1120,"medium spender",2013-05-07,154,1,1,154,1120.0000,7.2727
9010,AW00020010,"Jackson Carter",42,40-60,1,70,"low spender",2013-09-23,150,1,1,150,70.0000,0.4667
9011,AW00020011,"Eduardo Sanders",54,40-60,1,540,"low spender",2013-12-23,147,1,1,147,540.0000,3.6735
9012,AW00020012,"Jessica Robinson",48,40-60,1,540,"low spender",2013-12-08,147,1,1,147,540.0000,3.6735
9013,AW00020013,"Jocelyn Hughes",51,40-60,1,540,"low spender",2013-12-23,147,1,1,147,540.0000,3.6735
9014,AW00020014,"Anne Blanco",46,40-60,1,9,"low spender",2013-03-28,156,1,1,156,9.0000,0.0577
9015,AW00020015,"Jenna King",50,40-60,1,565,"low spender",2013-12-15,147,1,1,147,565.0000,3.8435
9016,AW00020016,"Katherine Kelly",55,40-60,1,70,"low spender",2013-08-11,151,1,1,151,70.0000,0.4636
9017,AW00020017,"Anna Sanders",49,40-60,1,70,"low spender",2013-12-25,147,1,1,147,70.0000,0.4762
9018,AW00020018,"Lauren Gray",55,40-60,1,70,"low spender",2013-06-15,153,1,1,153,70.0000,0.4575
9019,AW00020019,"Brittany Diaz",54,40-60,1,70,"low spender",2013-09-04,150,1,1,150,70.0000,0.4667
9020,AW00020020,"Jacqueline Foster",55,40-60,1,70,"low spender",2013-10-04,149,1,1,149,70.0000,0.4698
9021,AW00020021,"Alexander Jones",49,40-60,1,22,"low spender",2013-12-19,147,1,1,147,22.0000,0.1497
9022,AW00020022,"Arthur Perry",55,40-60,1,70,"low spender",2013-10-07,149,1,1,149,70.0000,0.4698
9023,AW00020023,"Edward Hughes",55,40-60,2,4495,"medium spender",2013-09-06,150,2,2,150,2247.5000,29.9667
9024,AW00020024,"Fernando Miller",55,40-60,1,1120,"medium spender",2013-04-30,155,1,1,155,1120.0000,7.2258
9025,AW00020025,"Bryce Bell",50,40-60,1,70,"low spender",2013-11-10,148,1,1,148,70.0000,0.4730
9026,AW00020026,"Jasmine Richardson",56,40-60,1,1120,"medium spender",2013-05-20,154,1,1,154,1120.0000,7.2727
9027,AW00020027,"Danielle Murphy",55,40-60,1,70,"low spender",2013-11-02,148,1,1,148,70.0000,0.4730
9028,AW00020028,"Angela Flores",55,40-60,1,1120,"medium spender",2013-05-28,154,1,1,154,1120.0000,7.2727
9029,AW00020029,"Jan Evans",55,40-60,1,1120,"medium spender",2013-05-04,154,1,1,154,1120.0000,7.2727
9030,AW00020030,"Alexander Harris",56,40-60,1,1120,"medium spender",2013-05-14,154,1,1,154,1120.0000,7.2727
9031,AW00020031,"Devin James",56,40-60,1,1120,"medium spender",2013-05-11,154,1,1,154,1120.0000,7.2727
9032,AW00020032,"Marcus Walker",51,40-60,1,1120,"medium spender",2013-05-27,154,1,1,154,1120.0000,7.2727
9033,AW00020033,"Carlos Turner",45,40-60,1,540,"low spender",2013-12-09,147,1,1,147,540.0000,3.6735
9034,AW00020034,"Wyatt Turner",51,40-60,2,5695,"high spender",2013-11-22,148,2,2,148,2847.5000,38.4797
9035,AW00020035,"Cesar Fernandez",52,40-60,2,5695,"high spender",2013-11-10,148,2,2,148,2847.5000,38.4797
9036,AW00020036,"Kate Tang",46,40-60,1,2443,"medium spender",2013-01-16,158,1,1,158,2443.0000,15.4620
9037,AW00020037,"Alyssa Sanchez",52,40-60,1,2443,"medium spender",2013-01-27,158,1,1,158,2443.0000,15.4620
9038,AW00020038,"Taylor Price",52,40-60,1,2443,"medium spender",2012-12-31,159,1,1,159,2443.0000,15.3648
9039,AW00020039,"Stephanie Evans",57,40-60,1,2443,"medium spender",2013-01-18,158,1,1,158,2443.0000,15.4620
9040,AW00020040,"Victoria Rivera",57,40-60,1,1120,"medium spender",2013-05-11,154,1,1,154,1120.0000,7.2727
9041,AW00020041,"Joe Alvarez",41,40-60,1,9,"low spender",2013-04-24,155,1,1,155,9.0000,0.0581
9042,AW00020042,"Brad Deng",46,40-60,2,3142,"medium spender",2013-03-03,156,2,2,156,1571.0000,20.1410
9043,AW00020043,"Brent Zheng",48,40-60,1,30,"low spender",2013-12-25,147,1,1,147,30.0000,0.2041
9044,AW00020044,"Jillian Rana",47,40-60,1,1120,"medium spender",2013-06-11,153,1,1,153,1120.0000,7.3203
9045,AW00020045,"Andres Shen",46,40-60,1,540,"low spender",2013-04-03,155,1,1,155,540.0000,3.4839
9046,AW00020046,"Peter She",47,40-60,1,540,"low spender",2013-05-29,154,1,1,154,540.0000,3.5065
9047,AW00020047,"Ronnie Huang",47,40-60,1,565,"low spender",2013-05-29,154,1,1,154,565.0000,3.6688
9048,AW00020048,"Virginia Srini",48,40-60,2,3142,"medium spender",2013-07-28,152,2,2,152,1571.0000,20.6711
9049,AW00020049,"Colleen Chavez",49,40-60,2,3142,"medium spender",2013-08-23,151,2,2,151,1571.0000,20.8079
9050,AW00020050,"Adriana Prasad",48,40-60,1,4,"low spender",2013-02-01,157,1,1,157,4.0000,0.0255
9051,AW00020051,"Linda Dominguez",42,40-60,3,4293,"medium spender",2013-12-28,147,3,3,147,1431.0000,29.2041
9052,AW00020052,"Theodore Ruiz",48,40-60,2,3142,"medium spender",2013-03-19,156,2,2,156,1571.0000,20.1410
9053,AW00020053,"Jessie Yang",48,40-60,1,29,"low spender",2013-06-25,153,1,1,153,29.0000,0.1895
9054,AW00020054,"Clarence Nara",47,40-60,2,3142,"medium spender",2013-04-11,155,2,2,155,1571.0000,20.2710
9055,AW00020055,"Ruben Ruiz",49,40-60,1,25,"low spender",2013-06-26,153,1,1,153,25.0000,0.1634
9056,AW00020056,"Johnny She",48,40-60,1,30,"low spender",2013-11-21,148,1,1,148,30.0000,0.2027
9057,AW00020057,"Ramon Zhou",49,40-60,1,4,"low spender",2013-09-10,150,1,1,150,4.0000,0.0267
9058,AW00020058,"Roger Liu",49,40-60,1,25,"low spender",2013-05-31,154,1,1,154,25.0000,0.1623
9059,AW00020059,"Madison Washington",49,40-60,1,1120,"medium spender",2013-07-15,152,1,1,152,1120.0000,7.3684
9060,AW00020060,"Kayla Jackson",48,40-60,2,3142,"medium spender",2013-08-07,151,2,2,151,1571.0000,20.8079
9061,AW00020061,"Sharon Nath",49,40-60,1,1120,"medium spender",2013-07-24,152,1,1,152,1120.0000,7.3684
9062,AW00020062,"Russell Carson",NULL,NULL,2,1903,"medium spender",2013-03-30,156,2,2,156,951.5000,12.1987
9063,AW00020063,"Kristy Ortega",50,40-60,1,5,"low spender",2013-12-09,147,1,1,147,5.0000,0.0340
9064,AW00020064,"Whitney Prasad",43,40-60,1,4,"low spender",2013-06-18,153,1,1,153,4.0000,0.0261
9065,AW00020065,"Grant Lal",48,40-60,1,21,"low spender",2013-12-19,147,1,1,147,21.0000,0.1429
9066,AW00020066,"Marcus White",40,20-40,1,1120,"medium spender",2013-05-09,154,1,1,154,1120.0000,7.2727
9067,AW00020067,"Destiny Thompson",45,40-60,1,1120,"medium spender",2013-05-21,154,1,1,154,1120.0000,7.2727
9068,AW00020068,"Alexandria Peterson",46,40-60,1,1120,"medium spender",2013-05-27,154,1,1,154,1120.0000,7.2727
9069,AW00020069,"Jessica Smith",46,40-60,1,540,"low spender",2013-10-01,149,1,1,149,540.0000,3.6242
9070,AW00020070,"Richard Morris",54,40-60,1,5,"low spender",2013-07-22,152,1,1,152,5.0000,0.0329
9071,AW00020071,"Sean Campbell",49,40-60,1,70,"low spender",2013-03-03,156,1,1,156,70.0000,0.4487
9072,AW00020072,"Kaitlyn Martinez",54,40-60,1,1120,"medium spender",2013-05-13,154,1,1,154,1120.0000,7.2727
9073,AW00020073,"Melissa Cooper",49,40-60,1,1120,"medium spender",2013-05-08,154,1,1,154,1120.0000,7.2727
9074,AW00020074,"Preston Madan",67,"Above 60",1,540,"low spender",2013-10-16,149,1,1,149,540.0000,3.6242
9075,AW00020075,"Aaron Allen",67,"Above 60",1,3400,"medium spender",2011-12-02,171,1,1,171,3400.0000,19.8830
9076,AW00020076,"Beth Vazquez",67,"Above 60",1,540,"low spender",2013-11-21,148,1,1,148,540.0000,3.6486
9077,AW00020077,"Aidan Coleman",66,"Above 60",1,540,"low spender",2013-11-01,148,1,1,148,540.0000,3.6486
9078,AW00020078,"Jose Lee",61,"Above 60",1,540,"low spender",2013-11-21,148,1,1,148,540.0000,3.6486
9079,AW00020079,"Alexandra Taylor",61,"Above 60",1,5,"low spender",2013-11-19,148,1,1,148,5.0000,0.0338
9080,AW00020080,"Maria Stewart",56,40-60,1,9,"low spender",2013-11-02,148,1,1,148,9.0000,0.0608
9081,AW00020081,"Jerry Xie",67,"Above 60",1,5,"low spender",2013-10-15,149,1,1,149,5.0000,0.0336
9082,AW00020082,"Caroline Henderson",67,"Above 60",2,55,"low spender",2014-01-08,146,2,2,146,27.5000,0.3767
9083,AW00020083,"Terry Kumar",61,"Above 60",1,5,"low spender",2013-11-04,148,1,1,148,5.0000,0.0338
9084,AW00020084,"Alex Stewart",56,40-60,2,55,"low spender",2013-11-29,148,2,2,148,27.5000,0.3716
9085,AW00020085,"Jessica Moore",66,"Above 60",2,26,"low spender",2013-08-20,151,2,2,151,13.0000,0.1722
9086,AW00020086,"Jeremiah Hayes",54,40-60,2,26,"low spender",2013-05-22,154,2,2,154,13.0000,0.1688
9087,AW00020087,"Seth Gray",61,"Above 60",2,47,"low spender",2014-01-04,146,2,2,146,23.5000,0.3219
9088,AW00020088,"Jose Lewis",61,"Above 60",1,5,"low spender",2013-06-07,153,1,1,153,5.0000,0.0327
9089,AW00020089,"Luis Powell",66,"Above 60",1,5,"low spender",2013-07-17,152,1,1,152,5.0000,0.0329
9090,AW00020090,"Blake Edwards",66,"Above 60",1,540,"low spender",2013-11-28,148,1,1,148,540.0000,3.6486
9091,AW00020091,"Andrea Parker",49,40-60,1,540,"low spender",2013-11-21,148,1,1,148,540.0000,3.6486
9092,AW00020092,"Ethan Sharma",66,"Above 60",1,1120,"medium spender",2013-05-26,154,1,1,154,1120.0000,7.2727
9093,AW00020093,"Megan Clark",60,40-60,1,1120,"medium spender",2013-05-04,154,1,1,154,1120.0000,7.2727
9094,AW00020094,"Lindsey Chande",64,"Above 60",1,5,"low spender",2013-08-07,151,1,1,151,5.0000,0.0331
9095,AW00020095,"Ana Flores",65,"Above 60",1,5,"low spender",2013-09-06,150,1,1,150,5.0000,0.0333
9096,AW00020096,"Jonathan Lal",65,"Above 60",2,47,"low spender",2013-12-19,147,2,2,147,23.5000,0.3197
9097,AW00020097,"Brittany Griffin",65,"Above 60",1,1120,"medium spender",2013-05-03,154,1,1,154,1120.0000,7.2727
9098,AW00020098,"Alexis Lewis",52,40-60,1,5,"low spender",2013-10-19,149,1,1,149,5.0000,0.0336
9099,AW00020099,"Devon Xie",64,"Above 60",1,5,"low spender",2013-09-01,150,1,1,150,5.0000,0.0333
9100,AW00020100,"Jesse Watson",64,"Above 60",1,5,"low spender",2013-12-19,147,1,1,147,5.0000,0.0340
9101,AW00020101,"Devin Hayes",59,40-60,1,5,"low spender",2013-11-13,148,1,1,148,5.0000,0.0338
9102,AW00020102,"Arianna Jenkins",64,"Above 60",1,5,"low spender",2013-09-14,150,1,1,150,5.0000,0.0333
9103,AW00020103,"William Robinson",63,"Above 60",1,5,"low spender",2013-05-04,154,1,1,154,5.0000,0.0325
9104,AW00020104,"Louis Xu",63,"Above 60",2,47,"low spender",2013-02-27,157,2,2,157,23.5000,0.2994
9105,AW00020105,"Alexis Taylor",63,"Above 60",1,5,"low spender",2013-08-20,151,1,1,151,5.0000,0.0331
9106,AW00020106,"Amber Hall",63,"Above 60",2,47,"low spender",2013-06-09,153,2,2,153,23.5000,0.3072
9107,AW00020107,"Danielle Morris",63,"Above 60",1,70,"low spender",2013-07-24,152,1,1,152,70.0000,0.4605
9108,AW00020108,"Glenn Gao",56,40-60,1,1120,"medium spender",2013-05-03,154,1,1,154,1120.0000,7.2727
9109,AW00020109,"Katelyn Stewart",62,"Above 60",1,1120,"medium spender",2013-05-17,154,1,1,154,1120.0000,7.2727
9110,AW00020110,"Austin Perry",62,"Above 60",1,1120,"medium spender",2013-05-30,154,1,1,154,1120.0000,7.2727
9111,AW00020111,"Brittney Zhu",62,"Above 60",1,1120,"medium spender",2013-06-03,153,1,1,153,1120.0000,7.3203
9112,AW00020112,"Shelby James",62,"Above 60",1,9,"low spender",2013-10-20,149,1,1,149,9.0000,0.0604
9113,AW00020113,"Christina Murphy",62,"Above 60",1,70,"low spender",2013-10-27,149,1,1,149,70.0000,0.4698
9114,AW00020114,"Joseph Thompson",62,"Above 60",1,70,"low spender",2013-05-31,154,1,1,154,70.0000,0.4545
9115,AW00020115,"Megan Jones",61,"Above 60",1,70,"low spender",2013-03-03,156,1,1,156,70.0000,0.4487
9116,AW00020116,"Hannah Bryant",61,"Above 60",1,70,"low spender",2013-03-04,156,1,1,156,70.0000,0.4487
9117,AW00020117,"Brandon Jenkins",48,40-60,1,70,"low spender",2013-03-26,156,1,1,156,70.0000,0.4487
9118,AW00020118,"Jacqueline Henderson",48,40-60,1,1120,"medium spender",2013-06-21,153,1,1,153,1120.0000,7.3203
9119,AW00020119,"Carlos Hernandez",47,40-60,1,70,"low spender",2013-10-04,149,1,1,149,70.0000,0.4698
9120,AW00020120,"Fernando Hughes",47,40-60,1,70,"low spender",2013-04-09,155,1,1,155,70.0000,0.4516
9121,AW00020121,"Dylan Butler",47,40-60,1,70,"low spender",2013-03-18,156,1,1,156,70.0000,0.4487
9122,AW00020122,"Jeremy Bailey",46,40-60,1,70,"low spender",2013-11-12,148,1,1,148,70.0000,0.4730
9123,AW00020123,"Aaron Gonzalez",47,40-60,1,70,"low spender",2013-10-10,149,1,1,149,70.0000,0.4698
9124,AW00020124,"Natalie Coleman",47,40-60,1,70,"low spender",2013-06-08,153,1,1,153,70.0000,0.4575
9125,AW00020125,"Natalie Clark",49,40-60,1,70,"low spender",2013-05-29,154,1,1,154,70.0000,0.4545
9126,AW00020126,"Seth Carter",48,40-60,1,70,"low spender",2014-01-09,146,1,1,146,70.0000,0.4795
9127,AW00020127,"Carlos Sanders",49,40-60,1,70,"low spender",2013-04-12,155,1,1,155,70.0000,0.4516
9128,AW00020128,"Ian Miller",49,40-60,1,70,"low spender",2013-07-11,152,1,1,152,70.0000,0.4605
9129,AW00020129,"Nicole Stewart",48,40-60,1,70,"low spender",2013-04-04,155,1,1,155,70.0000,0.4516
9130,AW00020130,"Jordan Nelson",49,40-60,1,5,"low spender",2013-01-31,158,1,1,158,5.0000,0.0316
9131,AW00020131,"Carolyn Gutierrez",56,40-60,1,4,"low spender",2013-12-26,147,1,1,147,4.0000,0.0272
9132,AW00020132,"Jenny Shen",58,40-60,1,30,"low spender",2013-06-10,153,1,1,153,30.0000,0.1961
9133,AW00020133,"Jorge Li",52,40-60,1,25,"low spender",2013-07-04,152,1,1,152,25.0000,0.1645
9134,AW00020134,"Franklin Zhao",58,40-60,1,4,"low spender",2014-01-26,146,1,1,146,4.0000,0.0274
9135,AW00020135,"Grace Price",59,40-60,1,30,"low spender",2013-07-01,152,1,1,152,30.0000,0.1974
9136,AW00020136,"Bonnie Kennedy",53,40-60,1,25,"low spender",2014-01-04,146,1,1,146,25.0000,0.1712
9137,AW00020137,"Jarrod Fernandez",59,40-60,1,30,"low spender",2013-12-06,147,1,1,147,30.0000,0.2041
9138,AW00020138,"Kendra Moreno",85,"Above 60",1,30,"low spender",2013-02-06,157,1,1,157,30.0000,0.1911
9139,AW00020139,"Connor Wright",41,40-60,1,70,"low spender",2013-05-04,154,1,1,154,70.0000,0.4545
9140,AW00020140,"Joe Navarro",62,"Above 60",1,30,"low spender",2013-05-04,154,1,1,154,30.0000,0.1948
9141,AW00020141,"Angelica Flores",61,"Above 60",1,4,"low spender",2013-11-08,148,1,1,148,4.0000,0.0270
9142,AW00020142,"Lydia Lopez",63,"Above 60",1,4,"low spender",2013-01-31,158,1,1,158,4.0000,0.0253
9143,AW00020143,"Jimmy Suarez",64,"Above 60",1,30,"low spender",2013-07-28,152,1,1,152,30.0000,0.1974
9144,AW00020144,"Roger Lin",64,"Above 60",1,5,"low spender",2013-12-29,147,1,1,147,5.0000,0.0340
9145,AW00020145,"Fernando Lee",54,40-60,1,1120,"medium spender",2013-07-12,152,1,1,152,1120.0000,7.3684
9146,AW00020146,"Mackenzie Hall",74,"Above 60",1,4,"low spender",2013-02-15,157,1,1,157,4.0000,0.0255
9147,AW00020147,"Tabitha Ramos",79,"Above 60",1,4,"low spender",2013-06-19,153,1,1,153,4.0000,0.0261
9148,AW00020148,"Terry Nath",78,"Above 60",1,4,"low spender",2013-03-16,156,1,1,156,4.0000,0.0256
9149,AW00020149,"Heidi Arun",77,"Above 60",2,3142,"medium spender",2013-08-06,151,2,2,151,1571.0000,20.8079
9150,AW00020150,"Gary Rubio",77,"Above 60",2,3142,"medium spender",2013-04-07,155,2,2,155,1571.0000,20.2710
9151,AW00020151,"Jamie Guo",39,20-40,2,4118,"medium spender",2013-02-25,157,2,2,157,2059.0000,26.2293
9152,AW00020152,"Rafael She",40,20-40,2,4118,"medium spender",2013-02-05,157,2,2,157,2059.0000,26.2293
9153,AW00020153,"Diane Sanz",41,40-60,1,5,"low spender",2013-07-30,152,1,1,152,5.0000,0.0329
9154,AW00020154,"Raul Luo",41,40-60,2,4118,"medium spender",2013-02-14,157,2,2,157,2059.0000,26.2293
9155,AW00020155,"Jay Fernandez",42,40-60,1,5,"low spender",2013-06-29,153,1,1,153,5.0000,0.0327
9156,AW00020156,"Jay Madan",43,40-60,2,4118,"medium spender",2013-02-25,157,2,2,157,2059.0000,26.2293
9157,AW00020157,"Riley Reed",42,40-60,2,4118,"medium spender",2013-02-07,157,2,2,157,2059.0000,26.2293
9158,AW00020158,"Rodney Blanco",41,40-60,2,4118,"medium spender",2013-01-31,158,2,2,158,2059.0000,26.0633
9159,AW00020159,"Ernest Zhu",41,40-60,2,4118,"medium spender",2013-02-07,157,2,2,157,2059.0000,26.2293
9160,AW00020160,"George Garcia",41,40-60,2,4118,"medium spender",2013-02-22,157,2,2,157,2059.0000,26.2293
9161,AW00020161,"Albert Sanz",71,"Above 60",1,4,"low spender",2013-06-26,153,1,1,153,4.0000,0.0261
9162,AW00020162,"Kelsey Nath",77,"Above 60",2,1903,"medium spender",2013-04-10,155,2,2,155,951.5000,12.2774
9163,AW00020163,"Krystal Zhang",77,"Above 60",2,1903,"medium spender",2013-04-16,155,2,2,155,951.5000,12.2774
9164,AW00020164,"Carol Ann Rockne",77,"Above 60",2,3142,"medium spender",2013-09-18,150,2,2,150,1571.0000,20.9467
9165,AW00020165,"Kristina Mehta",77,"Above 60",2,3142,"medium spender",2013-09-07,150,2,2,150,1571.0000,20.9467
9166,AW00020166,"Monique Gutierrez",59,40-60,2,1903,"medium spender",2013-04-05,155,2,2,155,951.5000,12.2774
9167,AW00020167,"Joe Serrano",54,40-60,2,3142,"medium spender",2013-09-25,150,2,2,150,1571.0000,20.9467
9168,AW00020168,"Jessie Serrano",60,40-60,1,30,"low spender",2013-12-31,147,1,1,147,30.0000,0.2041
9169,AW00020169,"Garrett Gray",60,40-60,1,30,"low spender",2014-01-25,146,1,1,146,30.0000,0.2055
9170,AW00020170,"Jerome Martin",60,40-60,2,3142,"medium spender",2013-10-16,149,2,2,149,1571.0000,21.0872
